Epoch,Loss
1,0.061805564910173416
2,0.047546904534101486
3,0.04159113019704819
4,0.039484016597270966
5,0.038538720458745956
6,0.037129729986190796
7,0.03642555698752403
8,0.03594975546002388
9,0.035233136266469955
10,0.034811194986104965
11,0.03436596691608429
12,0.03396689146757126
13,0.033773064613342285
14,0.033196821808815
15,0.0324941985309124
16,0.032524120062589645
17,0.031688589602708817
18,0.03146463260054588
19,0.030829591676592827
20,0.031185699626803398
